Body,Head,Head Coverage,Standard Confidence,Pca Confidence,Support,Body Size,Pca Body Size,Functional Variable
?a  hasBiomarker  PDL1_Positive  ?a  patientDrug  Paclitaxel   ,?a  hasBiomarker  ROS1_Negative,0.034091,1,1,33,33,33,?a
?a  hasBiomarker  BRAF_Negative  ?a  hasStage  IVA   ,?a  hasBiomarker  ROS1_Negative,0.022727,1,1,22,22,22,?a
?a  hasGender  Female  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  hasBiomarker  ALK_Negative,0.102273,0.75,0.75,99,132,132,?a
?a  hasBiomarker  PDL1_Negative  ?a  hasStage  IVA   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
?a  patientDrug  Durvalumab  ?a  patientDrug  Paclitaxel   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
?a  hasRelapse_Progression  Relapse  ?a  patientDrug  Paclitaxel   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
?a  hasRelapse_Progression  No_Progression  ?a  patientDrug  Paclitaxel   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
?a  hasStage  IVA  ?a  patientDrug  Osimertinib   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
?a  hasStage  IVA  ?a  patientDrug  Cisplatin   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
?a  hasStage  IVA  ?a  patientDrug  Docetaxel   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
?a  hasGender  Male  ?a  patientDrug  Paclitaxel   ,?a  hasBiomarker  ROS1_Negative,0.034091,0.5,0.5,33,66,66,?a
?a  hasBiomarker  EGFR_Positive  ?a  patientDrug  Osimertinib   ,?a  hasBiomarker  ROS1_Negative,0.022727,0.666667,0.666667,22,33,33,?a
?a  hasGender  Female  ?a  hasStage  IVA   ,?a  hasBiomarker  ROS1_Negative,0.022727,1,1,22,22,22,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  hasStage  IVA   ,?a  hasBiomarker  ROS1_Negative,0.034091,1,1,33,33,33,?a
?a  patientDrug  Paclitaxel  ?a  treatmentType  Open_Surgical_Procedure   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
?a  hasBiomarker  EGFR_Negative  ?a  hasBiomarker  PDL1_Positive   ,?a  hasBiomarker  ROS1_Negative,0.079545,0.875,0.875,77,88,88,?a
?a  hasBiomarker  ALK_Negative  ?a  hasBiomarker  PDL1_Positive   ,?a  hasBiomarker  ROS1_Negative,0.136364,0.923077,0.923077,132,143,143,?a
?a  hasBiomarker  PDL1_Positive  ?a  patientDrug  Pemetrexed   ,?a  hasBiomarker  ROS1_Negative,0.079545,0.875,0.875,77,88,88,?a
?a  hasBiomarker  PDL1_Positive  ?a  patientDrug  Other   ,?a  hasBiomarker  ROS1_Negative,0.034091,1,1,33,33,33,?a
?a  hasStage  IVA  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
?a  hasBiomarker  PDL1_Positive  ?a  hasStage  IVB   ,?a  hasBiomarker  ROS1_Negative,0.079545,1,1,77,77,77,?a
?a  hasStage  IVA  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
?a  hasBiomarker  PDL1_Positive  ?a  hasSmokingHabit  CurrentSmoker   ,?a  hasBiomarker  ROS1_Negative,0.102273,0.9,0.9,99,110,110,?a
?a  hasAgeCategory  Young  ?a  hasBiomarker  PDL1_Positive   ,?a  hasBiomarker  ROS1_Negative,0.102273,1,1,99,99,99,?a
?a  hasStage  IVA  ?a  treatmentType  Thoracoscopy   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
?a  hasStage  IVA  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  hasBiomarker  ROS1_Negative,0.045455,1,1,44,44,44,?a
?a  hasRelapse_Progression  Relapse  ?a  hasStage  IVA   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
?a  hasBiomarker  EGFR_Negative  ?a  hasStage  IVA   ,?a  hasBiomarker  ROS1_Negative,0.022727,1,1,22,22,22,?a
?a  hasBiomarker  BRAF_Negative  ?a  patientDrug  Paclitaxel   ,?a  hasBiomarker  ROS1_Negative,0.022727,1,1,22,22,22,?a
?a  hasBiomarker  EGFR_Negative  ?a  patientDrug  Other   ,?a  hasBiomarker  ROS1_Negative,0.034091,1,1,33,33,33,?a
?a  patientDrug  Other  ?a  patientDrug  Paclitaxel   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
?a  hasBiomarker  EGFR_Negative  ?a  patientDrug  Atezolizumab   ,?a  hasBiomarker  ROS1_Negative,0.022727,1,1,22,22,22,?a
?a  hasStage  IIIA  ?a  patientDrug  Paclitaxel   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
?a  hasBiomarker  EGFR_Negative  ?a  hasGender  Female   ,?a  hasBiomarker  ROS1_Negative,0.056818,0.833333,0.833333,55,66,66,?a
?a  hasBiomarker  EGFR_Negative  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  ROS1_Negative,0.056818,0.833333,0.833333,55,66,66,?a
?a  hasBiomarker  KRAS_Negative  ?a  patientDrug  Docetaxel   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
?a  hasBiomarker  RET_Negative  ?a  patientDrug  Docetaxel   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
?a  patientDrug  Docetaxel  ?a  patientDrug  Pemetrexed   ,?a  hasBiomarker  ROS1_Negative,0.045455,0.666667,0.666667,44,66,66,?a
?a  patientDrug  Paclitaxel  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  hasBiomarker  ROS1_Negative,0.022727,0.666667,0.666667,22,33,33,?a
?a  patientDrug  Docetaxel  ?a  patientDrug  Gemcitabine   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
?a  hasBiomarker  PDL1_Positive  ?a  patientDrug  Cisplatin   ,?a  hasBiomarker  ROS1_Negative,0.034091,1,1,33,33,33,?a
?a  hasBiomarker  PDL1_Positive  ?a  patientDrug  Carboplatin   ,?a  hasBiomarker  ROS1_Negative,0.079545,0.875,0.875,77,88,88,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  patientDrug  Docetaxel   ,?a  hasBiomarker  ROS1_Negative,0.045455,0.8,0.8,44,55,55,?a
?a  hasGender  Female  ?a  patientDrug  Docetaxel   ,?a  hasBiomarker  ROS1_Negative,0.045455,0.8,0.8,44,55,55,?a
?a  hasBiomarker  PDL1_Positive  ?a  patientDrug  Docetaxel   ,?a  hasBiomarker  ROS1_Negative,0.056818,1,1,55,55,55,?a
?a  hasAgeCategory  Young  ?a  patientDrug  Docetaxel   ,?a  hasBiomarker  ROS1_Negative,0.056818,0.833333,0.833333,55,66,66,?a
?a  hasBiomarker  PDL1_Positive  ?a  hasGender  Female   ,?a  hasBiomarker  ROS1_Negative,0.102273,0.9,0.9,99,110,110,?a
?a  hasBiomarker  PDL1_Positive  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  ROS1_Negative,0.056818,1,1,55,55,55,?a
?a  patientDrug  Pembrolizumab  ?a  patientDrug  Pemetrexed   ,?a  hasBiomarker  ROS1_Negative,0.068182,0.75,0.75,66,88,88,?a
?a  patientDrug  Carboplatin  ?a  patientDrug  Pembrolizumab   ,?a  hasBiomarker  ROS1_Negative,0.068182,0.75,0.75,66,88,88,?a
?a  hasStage  IVA  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasBiomarker  ROS1_Negative,0.022727,1,1,22,22,22,?a
?a  hasBiomarker  PDL1_Positive  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  hasBiomarker  ROS1_Negative,0.113636,0.909091,0.909091,110,121,121,?a
?a  hasBiomarker  EGFR_Negative  ?a  patientDrug  Pemetrexed   ,?a  hasBiomarker  ROS1_Negative,0.068182,0.857143,0.857143,66,77,77,?a
?a  hasBiomarker  EGFR_Negative  ?a  patientDrug  Paclitaxel   ,?a  hasBiomarker  ROS1_Negative,0.045455,0.8,0.8,44,55,55,?a
?a  hasBiomarker  EGFR_Negative  ?a  hasSmokingHabit  FormerSmoker   ,?a  hasBiomarker  ROS1_Negative,0.022727,1,1,22,22,22,?a
?a  hasBiomarker  EGFR_Negative  ?a  hasStage  IVB   ,?a  hasBiomarker  ROS1_Negative,0.056818,1,1,55,55,55,?a
?a  hasBiomarker  EGFR_Negative  ?a  hasSmokingHabit  CurrentSmoker   ,?a  hasBiomarker  ROS1_Negative,0.079545,0.777778,0.777778,77,99,99,?a
?a  hasGender  Female  ?a  patientDrug  Carboplatin   ,?a  hasBiomarker  ROS1_Negative,0.079545,0.7,0.7,77,110,110,?a
?a  hasBiomarker  EGFR_Negative  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasBiomarker  ROS1_Negative,0.022727,1,1,22,22,22,?a
?a  hasAgeCategory  Young  ?a  hasBiomarker  EGFR_Negative   ,?a  hasBiomarker  ROS1_Negative,0.068182,0.857143,0.857143,66,77,77,?a
?a  patientDrug  Carboplatin  ?a  treatmentType  Immunotherapy   ,?a  hasBiomarker  ROS1_Negative,0.125,0.6875,0.6875,121,176,176,?a
?a  hasBiomarker  EGFR_Negative  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  hasBiomarker  ROS1_Negative,0.022727,1,1,22,22,22,?a
?a  hasBiomarker  MET_Negative  ?a  patientDrug  Docetaxel   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
?a  patientDrug  Docetaxel  ?a  patientDrug  Other   ,?a  hasBiomarker  ROS1_Negative,0.022727,0.666667,0.666667,22,33,33,?a
?a  hasBiomarker  ALK_Negative  ?a  patientDrug  Atezolizumab   ,?a  hasBiomarker  ROS1_Negative,0.045455,1,1,44,44,44,?a
?a  patientDrug  Atezolizumab  ?a  patientDrug  Docetaxel   ,?a  hasBiomarker  ROS1_Negative,0.022727,0.666667,0.666667,22,33,33,?a
?a  hasBiomarker  ALK_Negative  ?a  hasGender  Female   ,?a  hasBiomarker  ROS1_Negative,0.113636,0.909091,0.909091,110,121,121,?a
?a  hasAgeCategory  Young  ?a  hasBiomarker  ALK_Negative   ,?a  hasBiomarker  ROS1_Negative,0.102273,0.9,0.9,99,110,110,?a
?a  hasStage  IVB  ?a  patientDrug  Docetaxel   ,?a  hasBiomarker  ROS1_Negative,0.045455,1,1,44,44,44,?a
?a  hasBiomarker  ALK_Negative  ?a  treatmentType  Immunotherapy   ,?a  hasBiomarker  ROS1_Negative,0.159091,0.823529,0.823529,154,187,187,?a
?a  hasBiomarker  ALK_Negative  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasBiomarker  ROS1_Negative,0.056818,1,1,55,55,55,?a
?a  hasBiomarker  MET_Negative  ?a  patientDrug  Cisplatin   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
?a  hasBiomarker  KRAS_Negative  ?a  patientDrug  Cisplatin   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
?a  hasBiomarker  RET_Negative  ?a  patientDrug  Cisplatin   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
?a  patientDrug  Docetaxel  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasBiomarker  ROS1_Negative,0.022727,1,1,22,22,22,?a
?a  hasGender  Female  ?a  patientDrug  Pembrolizumab   ,?a  hasBiomarker  ROS1_Negative,0.068182,0.75,0.75,66,88,88,?a
?a  hasStage  IVB  ?a  patientDrug  Pembrolizumab   ,?a  hasBiomarker  ROS1_Negative,0.045455,1,1,44,44,44,?a
?a  patientDrug  Alectinib  ?a  patientDrug  Cisplatin   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  patientDrug  Pembrolizumab   ,?a  hasBiomarker  ROS1_Negative,0.068182,0.75,0.75,66,88,88,?a
?a  patientDrug  Cisplatin  ?a  patientDrug  Nivolumab   ,?a  hasBiomarker  ROS1_Negative,0.022727,0.5,0.5,22,44,44,?a
?a  patientDrug  Cisplatin  ?a  patientDrug  Placebo%20Controlled%20Study   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
?a  hasAgeCategory  Young  ?a  patientDrug  Pembrolizumab   ,?a  hasBiomarker  ROS1_Negative,0.068182,0.75,0.75,66,88,88,?a
?a  patientDrug  Atezolizumab  ?a  patientDrug  Cisplatin   ,?a  hasBiomarker  ROS1_Negative,0.034091,1,1,33,33,33,?a
?a  hasRelapse_Progression  Relapse  ?a  patientDrug  Cisplatin   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
?a  patientDrug  Carboplatin  ?a  patientDrug  Vinorelbine   ,?a  hasBiomarker  ROS1_Negative,0.045455,0.666667,0.666667,44,66,66,?a
?a  patientDrug  Pembrolizumab  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  hasBiomarker  ROS1_Negative,0.079545,0.636364,0.636364,77,121,121,?a
?a  hasSmokingHabit  FormerSmoker  ?a  patientDrug  Cisplatin   ,?a  hasBiomarker  ROS1_Negative,0.022727,0.5,0.5,22,44,44,?a
?a  hasAgeCategory  Young  ?a  patientDrug  Carboplatin   ,?a  hasBiomarker  ROS1_Negative,0.056818,0.714286,0.714286,55,77,77,?a
?a  hasBiomarker  ALK_Negative  ?a  patientDrug  Vinorelbine   ,?a  hasBiomarker  ROS1_Negative,0.056818,0.833333,0.833333,55,66,66,?a
?a  patientDrug  Docetaxel  ?a  patientDrug  Pembrolizumab   ,?a  hasBiomarker  ROS1_Negative,0.034091,0.75,0.75,33,44,44,?a
?a  patientDrug  Docetaxel  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasBiomarker  ROS1_Negative,0.022727,0.666667,0.666667,22,33,33,?a
?a  patientDrug  Atezolizumab  ?a  patientDrug  Pemetrexed   ,?a  hasBiomarker  ROS1_Negative,0.045455,0.666667,0.666667,44,66,66,?a
?a  patientDrug  Cisplatin  ?a  patientDrug  Lorlatinib   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
?a  patientDrug  Brigatinib  ?a  patientDrug  Cisplatin   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
?a  patientDrug  Other  ?a  patientDrug  Pembrolizumab   ,?a  hasBiomarker  ROS1_Negative,0.022727,1,1,22,22,22,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  patientDrug  Pemetrexed   ,?a  hasBiomarker  ROS1_Negative,0.079545,0.777778,0.777778,77,99,99,?a
?a  patientDrug  Cisplatin  ?a  patientDrug  Other   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
?a  patientDrug  Cisplatin  ?a  patientDrug  Gemcitabine   ,?a  hasBiomarker  ROS1_Negative,0.011364,0.5,0.5,11,22,22,?a
?a  patientDrug  Cisplatin  ?a  patientDrug  Nintedanib   ,?a  hasBiomarker  ROS1_Negative,0.011364,0.5,0.5,11,22,22,?a
?a  patientDrug  Pembrolizumab  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  ROS1_Negative,0.034091,0.75,0.75,33,44,44,?a
?a  patientDrug  Pembrolizumab  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasBiomarker  ROS1_Negative,0.034091,0.75,0.75,33,44,44,?a
?a  hasBiomarker  PDL1_Positive  ?a  patientDrug  Atezolizumab   ,?a  hasBiomarker  ROS1_Negative,0.022727,1,1,22,22,22,?a
?a  hasStage  IV  ?a  patientDrug  Cisplatin   ,?a  hasBiomarker  ROS1_Negative,0.022727,0.5,0.5,22,44,44,?a
?a  hasGender  Female  ?a  patientDrug  Cisplatin   ,?a  hasBiomarker  ROS1_Negative,0.034091,0.75,0.75,33,44,44,?a
?a  patientDrug  Atezolizumab  ?a  patientDrug  Vinorelbine   ,?a  hasBiomarker  ROS1_Negative,0.022727,0.666667,0.666667,22,33,33,?a
?a  patientDrug  Carboplatin  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasBiomarker  ROS1_Negative,0.045455,0.666667,0.666667,44,66,66,?a
?a  hasGender  Male  ?a  patientDrug  Atezolizumab   ,?a  hasBiomarker  ROS1_Negative,0.022727,0.666667,0.666667,22,33,33,?a
?a  hasAgeCategory  Young  ?a  patientDrug  Atezolizumab   ,?a  hasBiomarker  ROS1_Negative,0.022727,0.666667,0.666667,22,33,33,?a
?a  hasBiomarker  ALK_Negative  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  ROS1_Negative,0.056818,0.833333,0.833333,55,66,66,?a
?a  patientDrug  Pemetrexed  ?a  patientDrug  Vinorelbine   ,?a  hasBiomarker  ROS1_Negative,0.034091,0.75,0.75,33,44,44,?a
?a  hasStage  IVB  ?a  patientDrug  Other   ,?a  hasBiomarker  ROS1_Negative,0.034091,1,1,33,33,33,?a
?a  hasSmokingHabit  NonSmoker  ?a  hasStage  IVB   ,?a  hasBiomarker  ROS1_Negative,0.022727,1,1,22,22,22,?a
?a  hasAgeCategory  Young  ?a  patientDrug  Pemetrexed   ,?a  hasBiomarker  ROS1_Negative,0.068182,0.666667,0.666667,66,99,99,?a
?a  hasGender  Male  ?a  patientDrug  Pemetrexed   ,?a  hasBiomarker  ROS1_Negative,0.045455,0.666667,0.666667,44,66,66,?a
?a  hasGender  Female  ?a  hasStage  IVB   ,?a  hasBiomarker  ROS1_Negative,0.068182,1,1,66,66,66,?a
?a  patientDrug  Pemetrexed  ?a  treatmentType  Immunotherapy   ,?a  hasBiomarker  ROS1_Negative,0.125,0.6875,0.6875,121,176,176,?a
?a  hasBiomarker  PDL1_Positive  ?a  patientDrug  Vinorelbine   ,?a  hasBiomarker  ROS1_Negative,0.022727,1,1,22,22,22,?a
?a  hasBiomarker  BRAF_Negative  ?a  patientDrug  Vinorelbine   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
?a  patientDrug  Pemetrexed  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  ROS1_Negative,0.045455,0.8,0.8,44,55,55,?a
?a  patientDrug  Gefitinib  ?a  patientDrug  Vinorelbine   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
?a  patientDrug  Durvalumab  ?a  patientDrug  Vinorelbine   ,?a  hasBiomarker  ROS1_Negative,0.022727,1,1,22,22,22,?a
?a  hasRelapse_Progression  No_Progression  ?a  patientDrug  Vinorelbine   ,?a  hasBiomarker  ROS1_Negative,0.022727,1,1,22,22,22,?a
?a  hasStage  IV  ?a  patientDrug  Vinorelbine   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
?a  hasStage  IIIC  ?a  patientDrug  Vinorelbine   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  patientDrug  Vinorelbine   ,?a  hasBiomarker  ROS1_Negative,0.034091,0.75,0.75,33,44,44,?a
?a  hasGender  Female  ?a  patientDrug  Vinorelbine   ,?a  hasBiomarker  ROS1_Negative,0.034091,0.75,0.75,33,44,44,?a
?a  hasBiomarker  MET_Negative  ?a  patientDrug  Atezolizumab   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
?a  hasAgeCategory  Old  ?a  patientDrug  Vinorelbine   ,?a  hasBiomarker  ROS1_Negative,0.045455,0.8,0.8,44,55,55,?a
?a  hasBiomarker  KRAS_Negative  ?a  patientDrug  Atezolizumab   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
?a  patientDrug  Vinorelbine  ?a  treatmentType  Surgery   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
?a  hasBiomarker  RET_Negative  ?a  patientDrug  Atezolizumab   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
?a  hasBiomarker  PDL1_Negative  ?a  patientDrug  Atezolizumab   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
?a  patientDrug  Vinorelbine  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  hasBiomarker  ROS1_Negative,0.022727,0.666667,0.666667,22,33,33,?a
?a  patientDrug  Atezolizumab  ?a  patientDrug  Nintedanib   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
?a  hasAgeCategory  Young  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  ROS1_Negative,0.068182,0.75,0.75,66,88,88,?a
?a  hasStage  IVB  ?a  patientDrug  Atezolizumab   ,?a  hasBiomarker  ROS1_Negative,0.022727,1,1,22,22,22,?a
?a  patientDrug  Cisplatin  ?a  treatmentType  Surgery   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
?a  hasBiomarker  PDL1_Positive  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasBiomarker  ROS1_Negative,0.022727,1,1,22,22,22,?a
?a  patientDrug  Cisplatin  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  ROS1_Negative,0.034091,0.75,0.75,33,44,44,?a
?a  patientDrug  Lorlatinib  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
?a  patientDrug  Brigatinib  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
?a  patientDrug  Osimertinib  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasBiomarker  ROS1_Negative,0.022727,0.666667,0.666667,22,33,33,?a
?a  patientDrug  Alectinib  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
?a  patientDrug  Placebo%20Controlled%20Study  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
?a  patientDrug  Cisplatin  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  hasBiomarker  ROS1_Negative,0.011364,0.5,0.5,11,22,22,?a
?a  hasSmokingHabit  NonSmoker  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasBiomarker  ROS1_Negative,0.022727,0.666667,0.666667,22,33,33,?a
?a  patientDrug  Atezolizumab  ?a  treatmentType  Surgery   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
?a  hasAgeCategory  Old  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
?a  hasStage  IVB  ?a  patientDrug  Vinorelbine   ,?a  hasBiomarker  ROS1_Negative,0.022727,1,1,22,22,22,?a
?a  patientDrug  Atezolizumab  ?a  treatmentType  Thoracoscopy   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
?a  patientDrug  Durvalumab  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasBiomarker  ROS1_Negative,0.022727,1,1,22,22,22,?a
?a  hasRelapse_Progression  Relapse  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
?a  hasRelapse_Progression  No_Progression  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasBiomarker  ROS1_Negative,0.022727,1,1,22,22,22,?a
?a  hasStage  IVB  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
?a  hasStage  IIIC  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
?a  hasStage  IVB  ?a  treatmentType  Immunotherapy   ,?a  hasBiomarker  ROS1_Negative,0.079545,1,1,77,77,77,?a
?a  hasStage  IVB  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  ROS1_Negative,0.045455,1,1,44,44,44,?a
?a  patientDrug  Nivolumab  ?a  patientDrug  Vinorelbine   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
?a  treatmentType  Radiotherapy_To_Bone  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
?a  treatmentType  Concurrent_Chemoradiotherapy  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasBiomarker  ROS1_Negative,0.034091,0.6,0.6,33,55,55,?a
?a  treatmentType  Intravenous_Chemotherapy  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasBiomarker  ROS1_Negative,0.056818,0.625,0.625,55,88,88,?a
?a  patientDrug  Other  ?a  treatmentType  Immunotherapy   ,?a  hasBiomarker  ROS1_Negative,0.034091,0.75,0.75,33,44,44,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  treatmentType  Immunotherapy   ,?a  hasBiomarker  ROS1_Negative,0.113636,0.714286,0.714286,110,154,154,?a
?a  patientDrug  Vinorelbine  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasBiomarker  ROS1_Negative,0.034091,1,1,33,33,33,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  ROS1_Negative,0.034091,0.75,0.75,33,44,44,?a
?a  hasGender  Female  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  ROS1_Negative,0.056818,0.714286,0.714286,55,77,77,?a
?a  hasAgeCategory  Young  ?a  hasBiomarker  BRAF_Negative   ,?a  hasBiomarker  ROS1_Negative,0.022727,1,1,22,22,22,?a
?a  hasAgeCategory  Young  ?a  patientDrug  Osimertinib   ,?a  hasBiomarker  ROS1_Negative,0.022727,0.666667,0.666667,22,33,33,?a
?a  hasAgeCategory  Young  ?a  patientDrug  Other   ,?a  hasBiomarker  ROS1_Negative,0.022727,0.666667,0.666667,22,33,33,?a
?a  hasAgeCategory  Young  ?a  hasSmokingHabit  CurrentSmoker   ,?a  hasBiomarker  ROS1_Negative,0.068182,0.75,0.75,66,88,88,?a
?a  hasBiomarker  BRAF_Negative  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
?a  hasAgeCategory  Young  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasBiomarker  ROS1_Negative,0.056818,0.714286,0.714286,55,77,77,?a
?a  hasGender  Male  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  hasBiomarker  ROS1_Negative,0.022727,1,1,22,22,22,?a
?a  hasAgeCategory  Old  ?a  hasStage  IVB   ,?a  hasBiomarker  ROS1_Negative,0.022727,1,1,22,22,22,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasBiomarker  ROS1_Negative,0.056818,0.833333,0.833333,55,66,66,?a
?a  hasAgeCategory  Old  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasBiomarker  ROS1_Negative,0.034091,0.6,0.6,33,55,55,?a
?a  patientDrug  Erlotinib  ?a  patientDrug  Vinorelbine   ,?a  hasBiomarker  ROS1_Negative,0.011364,1,1,11,11,11,?a
